GeneId	Control_transcript	Case_transcript
PPFIA1	ENST00000530390.5	ENST00000531657.1
PPFIA1	ENST00000532793.1	ENST00000531657.1
AKAP13	ENST00000560676.5	ENST00000560185.1
AKAP13	ENST00000361243.6	ENST00000560185.1
AKAP13	ENST00000560302.5	ENST00000560185.1
AKAP13	ENST00000559486.2	ENST00000560185.1
AKAP13	ENST00000557852.2	ENST00000560185.1
AKAP13	ENST00000559362.5	ENST00000560185.1
AKAP13	ENST00000560256.1	ENST00000560185.1
AKAP13	ENST00000612418.1	ENST00000560185.1
AKAP13	ENST00000558644.2	ENST00000560185.1
AKAP13	ENST00000394518.6	ENST00000558811.2
AKAP13	ENST00000394518.6	ENST00000394510.6
AKAP13	ENST00000394518.6	ENST00000559820.1
AKAP13	ENST00000394518.6	ENST00000560579.5
AKAP13	ENST00000394518.6	ENST00000560957.1
AKAP13	ENST00000394518.6	ENST00000560571.1
AKAP13	ENST00000394518.6	ENST00000560185.1
AKAP13	ENST00000394518.6	ENST00000558009.1
AKAP13	ENST00000394518.6	ENST00000560340.5
AKAP13	ENST00000394518.6	ENST00000559391.1
AKAP13	ENST00000394518.6	ENST00000558166.2
AKAP13	ENST00000394518.6	ENST00000560482.5
AKAP13	ENST00000394518.6	ENST00000559278.1
AKAP13	ENST00000394518.6	ENST00000558092.1
GTF2IRD2	ENST00000451013.6	ENST00000619775.1
GTF2IRD2	ENST00000451013.6	ENST00000484624.1
GTF2IRD2	ENST00000451013.6	ENST00000610955.1
GTF2IRD2	ENST00000451013.6	ENST00000625377.2
GTF2IRD2	ENST00000451013.6	ENST00000478628.1
GTF2IRD2	ENST00000614386.1	ENST00000484624.1
KIAA1109	ENST00000264501.8	ENST00000306802.8
KIAA1109	ENST00000424425.5	ENST00000306802.8
KIAA1109	ENST00000419325.5	ENST00000306802.8
KIAA1109	ENST00000438707.5	ENST00000306802.8
KIAA1109	ENST00000388738.7	ENST00000306802.8
KIAA1109	ENST00000449251.1	ENST00000306802.8
KIAA1109	ENST00000446180.5	ENST00000306802.8
KIAA1109	ENST00000421930.6	ENST00000306802.8
RPTOR	ENST00000574767.5	ENST00000575542.5
RPTOR	ENST00000577161.5	ENST00000575542.5
RPTOR	ENST00000306801.7	ENST00000544334.6
RPTOR	ENST00000306801.7	ENST00000573163.1
RPTOR	ENST00000306801.7	ENST00000573746.1
RPTOR	ENST00000306801.7	ENST00000573837.1
RPTOR	ENST00000306801.7	ENST00000572733.1
RPTOR	ENST00000306801.7	ENST00000575542.5
RPTOR	ENST00000306801.7	ENST00000576366.1
RPTOR	ENST00000306801.7	ENST00000570891.5
LRRC29	ENST00000629962.2	ENST00000393992.5
LRRC29	ENST00000485549.1	ENST00000393992.5
LRRC29	ENST00000462169.5	ENST00000393992.5
LRRC29	ENST00000433915.5	ENST00000393992.5
LRRC29	ENST00000409509.5	ENST00000393992.5
MUS81	ENST00000308110.8	ENST00000531905.1
MUS81	ENST00000308110.8	ENST00000525768.5
MUS81	ENST00000308110.8	ENST00000533555.5
MUS81	ENST00000308110.8	ENST00000525006.1
MUS81	ENST00000308110.8	ENST00000529786.1
MUS81	ENST00000308110.8	ENST00000525224.5
MUS81	ENST00000308110.8	ENST00000530928.5
MUS81	ENST00000308110.8	ENST00000529742.1
MUS81	ENST00000308110.8	ENST00000530282.1
MUS81	ENST00000308110.8	ENST00000525147.5
MUS81	ENST00000308110.8	ENST00000530111.1
MUS81	ENST00000308110.8	ENST00000533519.1
OSGEP	ENST00000206542.8	ENST00000556439.1
OSGEP	ENST00000206542.8	ENST00000554915.1
OSGEP	ENST00000206542.8	ENST00000556124.3
OSGEP	ENST00000206542.8	ENST00000554249.5
OSGEP	ENST00000206542.8	ENST00000553292.1
OSGEP	ENST00000206542.8	ENST00000556252.1
OSGEP	ENST00000206542.8	ENST00000555656.5
OSGEP	ENST00000206542.8	ENST00000555785.2
OSGEP	ENST00000206542.8	ENST00000554699.1
NR1H3	ENST00000395397.7	ENST00000525441.5
NR1H3	ENST00000395397.7	ENST00000467728.5
NR1H3	ENST00000395397.7	ENST00000473222.1
NR1H3	ENST00000395397.7	ENST00000532630.1
NR1H3	ENST00000395397.7	ENST00000486991.1
NR1H3	ENST00000395397.7	ENST00000419652.5
NR1H3	ENST00000395397.7	ENST00000476086.6
NR1H3	ENST00000395397.7	ENST00000461778.5
NR1H3	ENST00000395397.7	ENST00000616973.4
NR1H3	ENST00000395397.7	ENST00000462051.5
NR1H3	ENST00000395397.7	ENST00000483882.1
NR1H3	ENST00000395397.7	ENST00000527949.1
NR1H3	ENST00000395397.7	ENST00000441012.6
NR1H3	ENST00000395397.7	ENST00000494018.1
AP2M1	ENST00000292807.9	ENST00000442686.1
AP2M1	ENST00000292807.9	ENST00000463935.1
AP2M1	ENST00000292807.9	ENST00000448139.5
AP2M1	ENST00000292807.9	ENST00000621863.4
AP2M1	ENST00000292807.9	ENST00000490151.6
AP2M1	ENST00000292807.9	ENST00000431779.5
AP2M1	ENST00000292807.9	ENST00000382456.7
AP2M1	ENST00000292807.9	ENST00000468048.5
AP2M1	ENST00000292807.9	ENST00000472560.5
AP2M1	ENST00000292807.9	ENST00000432591.5
AP2M1	ENST00000292807.9	ENST00000484469.5
AP2M1	ENST00000292807.9	ENST00000466598.5
AP2M1	ENST00000292807.9	ENST00000427072.5
AP2M1	ENST00000292807.9	ENST00000461733.5
AP2M1	ENST00000292807.9	ENST00000439647.5
AP2M1	ENST00000292807.9	ENST00000455925.1
AP2M1	ENST00000292807.9	ENST00000480260.1
AP2M1	ENST00000292807.9	ENST00000487958.5
SCAMP4	ENST00000316097.12	ENST00000588907.2
SCAMP4	ENST00000316097.12	ENST00000409472.5
SCAMP4	ENST00000316097.12	ENST00000414057.6
SCAMP4	ENST00000316097.12	ENST00000590266.5
SCAMP4	ENST00000316097.12	ENST00000460767.5
SCAMP4	ENST00000316097.12	ENST00000588555.1
SCAMP4	ENST00000316097.12	ENST00000585335.1
SCAMP4	ENST00000316097.12	ENST00000452128.6
SCAMP4	ENST00000316097.12	ENST00000472442.2
KIAA0930	ENST00000391627.6	ENST00000483374.1
KIAA0930	ENST00000391627.6	ENST00000496226.1
KIAA0930	ENST00000391627.6	ENST00000414854.5
KIAA0930	ENST00000391627.6	ENST00000492273.1
KIAA0930	ENST00000391627.6	ENST00000493003.1
KIAA0930	ENST00000391627.6	ENST00000424508.5
KIAA0930	ENST00000391627.6	ENST00000423262.5
KIAA0930	ENST00000391627.6	ENST00000417906.1
KIAA0930	ENST00000391627.6	ENST00000251993.11
KIAA0930	ENST00000391627.6	ENST00000486640.5
KIAA0930	ENST00000391627.6	ENST00000440039.5
KIAA0930	ENST00000391627.6	ENST00000498418.5
KIAA0930	ENST00000391627.6	ENST00000488038.5
KIAA0930	ENST00000391627.6	ENST00000474515.5
KIAA0930	ENST00000391627.6	ENST00000336156.9
CDK5RAP2	ENST00000349780.8	ENST00000480467.5
CDK5RAP2	ENST00000349780.8	ENST00000491334.1
CDK5RAP2	ENST00000349780.8	ENST00000474262.5
CDK5RAP2	ENST00000349780.8	ENST00000481266.1
CDK5RAP2	ENST00000349780.8	ENST00000468989.1
CDK5RAP2	ENST00000349780.8	ENST00000479584.1
CDK5RAP2	ENST00000349780.8	ENST00000433194.6
CDK5RAP2	ENST00000349780.8	ENST00000425647.1
CDK5RAP2	ENST00000349780.8	ENST00000483412.5
CDK5RAP2	ENST00000349780.8	ENST00000484546.1
CDK5RAP2	ENST00000349780.8	ENST00000495406.1
CDK5RAP2	ENST00000349780.8	ENST00000360822.7
KIAA0513	ENST00000538274.5	ENST00000566428.5
KIAA0513	ENST00000538274.5	ENST00000258180.7
KIAA0513	ENST00000538274.5	ENST00000567328.5
KIAA0513	ENST00000538274.5	ENST00000562388.1
RHOT2	ENST00000570280.5	ENST00000564659.1
RHOT2	ENST00000563134.5	ENST00000564659.1
RHOT2	ENST00000315082.8	ENST00000569358.5
RHOT2	ENST00000315082.8	ENST00000565004.5
RHOT2	ENST00000315082.8	ENST00000602564.5
RHOT2	ENST00000315082.8	ENST00000569943.6
RHOT2	ENST00000315082.8	ENST00000562957.1
RHOT2	ENST00000315082.8	ENST00000561711.1
RHOT2	ENST00000315082.8	ENST00000561983.5
RHOT2	ENST00000315082.8	ENST00000564659.1
RHOT2	ENST00000315082.8	ENST00000562598.5
RHOT2	ENST00000315082.8	ENST00000567017.5
RHOT2	ENST00000315082.8	ENST00000569675.5
RHOT2	ENST00000315082.8	ENST00000567589.1
RHOT2	ENST00000315082.8	ENST00000568636.5
RHOT2	ENST00000315082.8	ENST00000562708.5
RHOT2	ENST00000315082.8	ENST00000568950.5
RHOT2	ENST00000315082.8	ENST00000570092.5
RHOT2	ENST00000315082.8	ENST00000569197.2
RHOT2	ENST00000315082.8	ENST00000569706.5
RHOT2	ENST00000563637.5	ENST00000564659.1
RHOT2	ENST00000562333.5	ENST00000564659.1
RHOT2	ENST00000561929.1	ENST00000564659.1
RHOT2	ENST00000566214.5	ENST00000564659.1
RHOT2	ENST00000563776.6	ENST00000564659.1
RHOT2	ENST00000566965.5	ENST00000564659.1
PCGF5	ENST00000614189.4	ENST00000490164.1
PCGF5	ENST00000614189.4	ENST00000543648.5
PCGF5	ENST00000614189.4	ENST00000336126.5
PCGF5	ENST00000614189.4	ENST00000496708.1
DHPS	ENST00000210060.11	ENST00000601537.5
DHPS	ENST00000210060.11	ENST00000593400.5
DHPS	ENST00000210060.11	ENST00000600864.5
DHPS	ENST00000210060.11	ENST00000600510.1
DHPS	ENST00000210060.11	ENST00000593423.5
DHPS	ENST00000210060.11	ENST00000594424.5
DHPS	ENST00000210060.11	ENST00000351660.9
DHPS	ENST00000210060.11	ENST00000595100.1
DHPS	ENST00000210060.11	ENST00000593432.1
DHPS	ENST00000210060.11	ENST00000595844.5
DHPS	ENST00000210060.11	ENST00000614126.4
DHPS	ENST00000210060.11	ENST00000601639.5
DHPS	ENST00000210060.11	ENST00000598246.5
DHPS	ENST00000210060.11	ENST00000599481.1
DHPS	ENST00000210060.11	ENST00000598850.5
DHPS	ENST00000210060.11	ENST00000600639.1
DHPS	ENST00000210060.11	ENST00000595912.5
DHPS	ENST00000210060.11	ENST00000596847.5
DHPS	ENST00000210060.11	ENST00000593473.1
ZMIZ1	ENST00000334512.9	ENST00000446377.3
ZMIZ1	ENST00000334512.9	ENST00000611351.1
ZMIZ1	ENST00000334512.9	ENST00000472035.5
BCAS3	ENST00000407086.7	ENST00000593004.5
BCAS3	ENST00000407086.7	ENST00000587294.5
BCAS3	ENST00000407086.7	ENST00000614888.4
BCAS3	ENST00000407086.7	ENST00000587037.5
BCAS3	ENST00000407086.7	ENST00000586484.1
BCAS3	ENST00000407086.7	ENST00000592827.1
BCAS3	ENST00000407086.7	ENST00000586241.1
BCAS3	ENST00000407086.7	ENST00000590128.5
BCAS3	ENST00000407086.7	ENST00000589916.5
BCAS3	ENST00000407086.7	ENST00000588569.1
BCAS3	ENST00000407086.7	ENST00000408905.7
BCAS3	ENST00000407086.7	ENST00000588874.5
BCAS3	ENST00000407086.7	ENST00000613443.4
BCAS3	ENST00000407086.7	ENST00000587872.1
BCAS3	ENST00000407086.7	ENST00000588462.5
BCAS3	ENST00000407086.7	ENST00000586705.5
BCAS3	ENST00000407086.7	ENST00000586041.1
BCAS3	ENST00000407086.7	ENST00000585744.5
BCAS3	ENST00000407086.7	ENST00000591371.5
BCAS3	ENST00000407086.7	ENST00000590352.1
BCAS3	ENST00000407086.7	ENST00000588720.1
BCAS3	ENST00000407086.7	ENST00000592393.5
BCAS3	ENST00000407086.7	ENST00000585979.5
UNK	ENST00000586527.1	ENST00000592629.1
UNK	ENST00000586527.1	ENST00000592074.1
UNK	ENST00000586527.1	ENST00000589790.1
UNK	ENST00000586527.1	ENST00000587258.1
UNK	ENST00000586527.1	ENST00000586217.1
UNK	ENST00000586527.1	ENST00000589666.5
TAOK3	ENST00000392533.7	ENST00000539872.5
TAOK3	ENST00000392533.7	ENST00000419821.6
TAOK3	ENST00000392533.7	ENST00000542532.5
TAOK3	ENST00000392533.7	ENST00000536979.1
TAOK3	ENST00000392533.7	ENST00000537569.1
TAOK3	ENST00000392533.7	ENST00000541878.5
TAOK3	ENST00000392533.7	ENST00000536584.1
TAOK3	ENST00000392533.7	ENST00000538601.1
TAOK3	ENST00000392533.7	ENST00000543709.5
TAOK3	ENST00000392533.7	ENST00000542902.5
TAOK3	ENST00000392533.7	ENST00000537305.5
TAOK3	ENST00000392533.7	ENST00000535570.5
TAOK3	ENST00000392533.7	ENST00000541186.5
BLOC1S6	ENST00000563160.5	ENST00000566753.5
BLOC1S6	ENST00000564765.1	ENST00000566753.5
BLOC1S6	ENST00000566801.5	ENST00000566753.5
BLOC1S6	ENST00000568597.5	ENST00000566753.5
BLOC1S6	ENST00000567523.5	ENST00000566753.5
BLOC1S6	ENST00000565727.5	ENST00000566753.5
BLOC1S6	ENST00000565323.5	ENST00000566753.5
BLOC1S6	ENST00000565409.5	ENST00000566753.5
BLOC1S6	ENST00000567740.5	ENST00000566753.5
BLOC1S6	ENST00000567461.5	ENST00000566753.5
BLOC1S6	ENST00000220531.7	ENST00000564310.1
BLOC1S6	ENST00000220531.7	ENST00000566184.1
BLOC1S6	ENST00000220531.7	ENST00000566753.5
BLOC1S6	ENST00000220531.7	ENST00000568816.5
BLOC1S6	ENST00000220531.7	ENST00000569076.5
BLOC1S6	ENST00000220531.7	ENST00000562384.5
BLOC1S6	ENST00000220531.7	ENST00000565216.5
BLOC1S6	ENST00000563000.5	ENST00000566753.5
BLOC1S6	ENST00000568963.5	ENST00000566753.5
HSD11B1L	ENST00000581773.5	ENST00000581521.5
HSD11B1L	ENST00000578832.5	ENST00000581521.5
HSD11B1L	ENST00000577701.1	ENST00000581521.5
HSD11B1L	ENST00000301382.8	ENST00000581521.5
HSD11B1L	ENST00000339423.6	ENST00000581521.5
HSD11B1L	ENST00000577257.5	ENST00000581521.5
HSD11B1L	ENST00000584904.5	ENST00000581521.5
HSD11B1L	ENST00000422535.6	ENST00000581521.5
HSD11B1L	ENST00000342970.6	ENST00000581521.5
HSD11B1L	ENST00000581893.5	ENST00000581521.5
HSD11B1L	ENST00000423665.6	ENST00000581521.5
HSD11B1L	ENST00000579562.5	ENST00000581521.5
RFWD3	ENST00000575154.1	ENST00000361070.8
RFWD3	ENST00000575154.1	ENST00000572610.1
RFWD3	ENST00000575154.1	ENST00000576652.1
RFWD3	ENST00000575154.1	ENST00000575281.1
RFWD3	ENST00000575154.1	ENST00000571750.5
RFWD3	ENST00000575154.1	ENST00000575113.1
RFWD3	ENST00000575154.1	ENST00000571776.1
RFWD3	ENST00000575154.1	ENST00000572337.5
RFWD3	ENST00000575154.1	ENST00000572840.1
RFWD3	ENST00000575154.1	ENST00000575397.5
RFWD3	ENST00000575154.1	ENST00000572990.5
MRPS31	ENST00000435009.2	ENST00000498078.1
MRPS31	ENST00000323563.7	ENST00000498078.1
MRPS31	ENST00000323563.7	ENST00000461675.1
FBXO18	ENST00000469009.5	ENST00000481029.1
FBXO18	ENST00000470089.5	ENST00000481029.1
FBXO18	ENST00000462507.1	ENST00000481029.1
FBXO18	ENST00000362091.8	ENST00000485290.1
FBXO18	ENST00000362091.8	ENST00000397269.7
FBXO18	ENST00000362091.8	ENST00000475867.5
FBXO18	ENST00000362091.8	ENST00000470353.1
FBXO18	ENST00000362091.8	ENST00000489042.1
FBXO18	ENST00000362091.8	ENST00000479433.5
FBXO18	ENST00000362091.8	ENST00000461504.5
FBXO18	ENST00000362091.8	ENST00000496013.5
FBXO18	ENST00000362091.8	ENST00000481029.1
FBXO18	ENST00000362091.8	ENST00000460453.1
FBXO18	ENST00000379999.6	ENST00000481029.1
FBXO18	ENST00000494526.1	ENST00000481029.1
GAK	ENST00000314167.8	ENST00000515868.5
GAK	ENST00000314167.8	ENST00000507124.1
GAK	ENST00000314167.8	ENST00000511345.5
GAK	ENST00000314167.8	ENST00000509566.1
GAK	ENST00000314167.8	ENST00000511163.5
GAK	ENST00000314167.8	ENST00000510799.1
GAK	ENST00000314167.8	ENST00000513935.1
GAK	ENST00000314167.8	ENST00000507991.1
GAK	ENST00000314167.8	ENST00000504435.1
GAK	ENST00000314167.8	ENST00000511983.5
GAK	ENST00000314167.8	ENST00000504668.5
GAK	ENST00000314167.8	ENST00000510022.5
GAK	ENST00000314167.8	ENST00000618573.4
GAK	ENST00000314167.8	ENST00000504947.1
GAK	ENST00000314167.8	ENST00000511229.5
GAK	ENST00000314167.8	ENST00000502799.1
GAK	ENST00000314167.8	ENST00000511980.5
PPOX	ENST00000367999.8	ENST00000462866.5
PPOX	ENST00000367999.8	ENST00000490768.1
PPOX	ENST00000367999.8	ENST00000537523.5
PPOX	ENST00000367999.8	ENST00000470607.5
PPOX	ENST00000367999.8	ENST00000462977.1
PPOX	ENST00000367999.8	ENST00000466452.1
PPOX	ENST00000367999.8	ENST00000541818.1
PPOX	ENST00000367999.8	ENST00000479246.5
PPOX	ENST00000367999.8	ENST00000537829.1
PPOX	ENST00000367999.8	ENST00000535223.5
PPOX	ENST00000367999.8	ENST00000468968.6
PPOX	ENST00000367999.8	ENST00000539753.5
MYO18A	ENST00000531438.5	ENST00000529578.5
MYO18A	ENST00000533112.5	ENST00000529578.5
MYO18A	ENST00000530254.6	ENST00000529578.5
MYO18A	ENST00000531253.5	ENST00000529578.5
MYO18A	ENST00000628822.2	ENST00000529578.5
MYO18A	ENST00000546105.5	ENST00000529578.5
MYO18A	ENST00000527372.5	ENST00000529578.5
MYO18A	ENST00000531892.5	ENST00000529578.5
DIP2A	ENST00000435722.7	ENST00000479654.1
DIP2A	ENST00000473752.5	ENST00000479654.1
DIP2A	ENST00000466639.5	ENST00000479654.1
DIP2A	ENST00000457905.7	ENST00000479654.1
DIP2A	ENST00000417564.2	ENST00000494435.5
DIP2A	ENST00000417564.2	ENST00000472364.1
DIP2A	ENST00000417564.2	ENST00000480553.1
DIP2A	ENST00000417564.2	ENST00000478105.5
DIP2A	ENST00000417564.2	ENST00000481883.1
DIP2A	ENST00000417564.2	ENST00000479654.1
DIP2A	ENST00000400274.5	ENST00000479654.1
PPP2R4	ENST00000348141.9	ENST00000347048.8
PPP2R4	ENST00000358994.8	ENST00000347048.8
PPP2R4	ENST00000452489.6	ENST00000347048.8
PPP2R4	ENST00000357197.8	ENST00000347048.8
PPP2R4	ENST00000411917.1	ENST00000347048.8
PPP2R4	ENST00000337738.5	ENST00000347048.8
PPP2R4	ENST00000455240.1	ENST00000347048.8
PPP2R4	ENST00000414510.5	ENST00000347048.8
PPP2R4	ENST00000393370.6	ENST00000432124.5
PPP2R4	ENST00000393370.6	ENST00000423100.5
PPP2R4	ENST00000393370.6	ENST00000432651.5
PPP2R4	ENST00000393370.6	ENST00000435305.1
PPP2R4	ENST00000393370.6	ENST00000435132.5
PPP2R4	ENST00000393370.6	ENST00000419582.5
PPP2R4	ENST00000393370.6	ENST00000436883.5
PPP2R4	ENST00000393370.6	ENST00000355007.7
PPP2R4	ENST00000393370.6	ENST00000347048.8
PPP2R4	ENST00000393370.6	ENST00000417504.5
PPP2R4	ENST00000393370.6	ENST00000434095.2
PPP2R4	ENST00000393370.6	ENST00000440346.1
PPP2R4	ENST00000414331.5	ENST00000347048.8
PPP2R4	ENST00000453358.5	ENST00000347048.8
SMARCA2	ENST00000423555.5	ENST00000324954.9
SMARCA2	ENST00000349721.6	ENST00000324954.9
SMARCA2	ENST00000382183.5	ENST00000324954.9
SMARCA2	ENST00000302401.7	ENST00000324954.9
SMARCA2	ENST00000382186.5	ENST00000324954.9
SMARCA2	ENST00000357248.6	ENST00000324954.9
SMARCA2	ENST00000417599.5	ENST00000324954.9
SMARCA2	ENST00000382185.5	ENST00000324954.9
SMARCA2	ENST00000382194.5	ENST00000324954.9
SMARCA2	ENST00000439732.5	ENST00000324954.9
INTS4	ENST00000529807.5	ENST00000535943.1
INTS4	ENST00000527522.1	ENST00000535943.1
INTS4	ENST00000534064.5	ENST00000433818.6
INTS4	ENST00000534064.5	ENST00000533180.1
INTS4	ENST00000534064.5	ENST00000534408.5
INTS4	ENST00000534064.5	ENST00000535943.1
INTS4	ENST00000534064.5	ENST00000531059.1
INTS4	ENST00000534064.5	ENST00000525931.1
INTS4	ENST00000534064.5	ENST00000525268.2
INTS4	ENST00000524766.5	ENST00000535943.1
MRPL9	ENST00000368830.7	ENST00000461182.1
MRPL9	ENST00000368830.7	ENST00000467306.5
MRPL9	ENST00000368830.7	ENST00000462783.1
MRPL9	ENST00000368830.7	ENST00000478926.5
MRPL9	ENST00000368830.7	ENST00000492684.5
MRPL9	ENST00000368830.7	ENST00000468006.1
MRPL9	ENST00000368830.7	ENST00000495867.1
ZNF571	ENST00000451802.6	ENST00000590751.5
ZNF571	ENST00000328550.6	ENST00000590751.5
ZNF571	ENST00000593133.5	ENST00000590751.5
ZNF571	ENST00000358744.3	ENST00000590751.5
ZNF571	ENST00000590390.1	ENST00000590751.5
IRAK1	ENST00000369980.7	ENST00000463031.1
IRAK1	ENST00000369980.7	ENST00000429936.6
IRAK1	ENST00000369980.7	ENST00000444230.5
IRAK1	ENST00000369980.7	ENST00000443220.1
IRAK1	ENST00000369980.7	ENST00000444254.1
IRAK1	ENST00000369980.7	ENST00000467236.1
IRAK1	ENST00000369980.7	ENST00000369974.6
IRAK1	ENST00000369980.7	ENST00000455690.5
MAN1B1	ENST00000371589.8	ENST00000474902.5
MAN1B1	ENST00000371589.8	ENST00000480100.3
MAN1B1	ENST00000371589.8	ENST00000475449.6
MAN1B1	ENST00000371589.8	ENST00000536349.5
MAN1B1	ENST00000371589.8	ENST00000545096.1
MAN1B1	ENST00000371589.8	ENST00000535028.5
MAN1B1	ENST00000371589.8	ENST00000550113.1
MAN1B1	ENST00000371589.8	ENST00000536268.1
MAN1B1	ENST00000371589.8	ENST00000371587.8
KLC4	ENST00000347162.9	ENST00000469987.1
KLC4	ENST00000347162.9	ENST00000394056.6
KLC4	ENST00000347162.9	ENST00000472172.1
KLC4	ENST00000347162.9	ENST00000468114.1
KLC4	ENST00000347162.9	ENST00000458460.6
KLC4	ENST00000347162.9	ENST00000467906.5
KLC4	ENST00000347162.9	ENST00000463063.1
KLC4	ENST00000347162.9	ENST00000470728.5
KLC4	ENST00000347162.9	ENST00000463168.1
KLC4	ENST00000347162.9	ENST00000481888.1
KLC4	ENST00000347162.9	ENST00000481499.5
KLC4	ENST00000347162.9	ENST00000486439.1
KLC4	ENST00000347162.9	ENST00000453940.6
COPS7B	ENST00000410024.5	ENST00000412591.5
COPS7B	ENST00000410024.5	ENST00000461350.5
COPS7B	ENST00000410024.5	ENST00000620578.4
COPS7B	ENST00000410024.5	ENST00000631349.1
COPS7B	ENST00000410024.5	ENST00000488111.1
COPS7B	ENST00000410024.5	ENST00000449174.1
COPS7B	ENST00000410024.5	ENST00000452375.5
COPS7B	ENST00000410024.5	ENST00000474042.5
COPS7B	ENST00000410024.5	ENST00000436564.5
COPS7B	ENST00000410024.5	ENST00000450501.5
COPS7B	ENST00000410024.5	ENST00000432387.5
COPS7B	ENST00000410024.5	ENST00000357490.6
COPS7B	ENST00000410024.5	ENST00000413197.5
COPS7B	ENST00000410024.5	ENST00000466901.5
COPS7B	ENST00000410024.5	ENST00000492423.5
GRIPAP1	ENST00000376423.8	ENST00000622599.4
GRIPAP1	ENST00000376423.8	ENST00000480041.1
GRIPAP1	ENST00000376423.8	ENST00000488361.1
GRIPAP1	ENST00000376423.8	ENST00000495258.1
GRIPAP1	ENST00000376423.8	ENST00000473581.5
GRIPAP1	ENST00000376423.8	ENST00000593475.5
GRIPAP1	ENST00000376423.8	ENST00000619149.4
GRIPAP1	ENST00000376423.8	ENST00000621664.1
GRIPAP1	ENST00000376423.8	ENST00000611757.4
GRIPAP1	ENST00000376423.8	ENST00000622231.1
GRIPAP1	ENST00000376423.8	ENST00000474512.1
GRIPAP1	ENST00000376423.8	ENST00000617369.4
GRIPAP1	ENST00000611705.4	ENST00000619149.4
GRIPAP1	ENST00000619107.1	ENST00000619149.4
FIP1L1	ENST00000504094.1	ENST00000513008.5
FIP1L1	ENST00000514543.5	ENST00000513008.5
FIP1L1	ENST00000507206.1	ENST00000513975.5
FIP1L1	ENST00000507206.1	ENST00000511055.1
FIP1L1	ENST00000507206.1	ENST00000505125.5
FIP1L1	ENST00000507206.1	ENST00000507922.5
FIP1L1	ENST00000507206.1	ENST00000306932.10
FIP1L1	ENST00000507206.1	ENST00000358575.9
FIP1L1	ENST00000507206.1	ENST00000513008.5
FIP1L1	ENST00000511376.5	ENST00000513008.5
FIP1L1	ENST00000337488.10	ENST00000513008.5
RNF123	ENST00000327697.10	ENST00000443204.3
RNF123	ENST00000327697.10	ENST00000432042.5
RNF123	ENST00000327697.10	ENST00000494005.1
RNF123	ENST00000327697.10	ENST00000497099.1
RNF123	ENST00000327697.10	ENST00000469978.5
RNF123	ENST00000327697.10	ENST00000457726.5
RNF123	ENST00000327697.10	ENST00000498376.1
RNF123	ENST00000327697.10	ENST00000486102.5
RNF123	ENST00000327697.10	ENST00000433785.1
RNF123	ENST00000327697.10	ENST00000487805.6
RNF123	ENST00000327697.10	ENST00000444689.1
RNF123	ENST00000327697.10	ENST00000629802.1
RNF123	ENST00000454491.5	ENST00000629802.1
TSC1	ENST00000298552.7	ENST00000475903.5
TSC1	ENST00000298552.7	ENST00000545250.5
TSC1	ENST00000298552.7	ENST00000403810.5
