GeneId	Control_transcript	Case_transcript
SPHK2	ENST00000599748.5	ENST00000598088.5
SPHK2	ENST00000599748.5	ENST00000601712.5
SPHK2	ENST00000599748.5	ENST00000600537.5
SPHK2	ENST00000599748.5	ENST00000245222.8
SPHK2	ENST00000599748.5	ENST00000599029.2
SPHK2	ENST00000599748.5	ENST00000598574.1
SPHK2	ENST00000599748.5	ENST00000426514.2
SPHK2	ENST00000599748.5	ENST00000340932.7
SPHK2	ENST00000599748.5	ENST00000597434.5
SPHK2	ENST00000601704.1	ENST00000598088.5
TBC1D15	ENST00000485960.6	ENST00000483828.6
TBC1D15	ENST00000485960.6	ENST00000462788.6
TBC1D15	ENST00000485960.6	ENST00000550746.5
TBC1D15	ENST00000485960.6	ENST00000482439.6
TBC1D15	ENST00000485960.6	ENST00000319106.12
TBC1D15	ENST00000485960.6	ENST00000548679.5
TBC1D15	ENST00000485960.6	ENST00000546450.1
TBC1D15	ENST00000485960.6	ENST00000498482.5
TBC1D15	ENST00000485960.6	ENST00000479971.1
TBC1D15	ENST00000485960.6	ENST00000468049.2
TBC1D15	ENST00000485960.6	ENST00000472611.6
TBC1D15	ENST00000485960.6	ENST00000491063.5
TBC1D15	ENST00000485960.6	ENST00000460818.1
NECAP1	ENST00000339754.9	ENST00000544891.5
NECAP1	ENST00000339754.9	ENST00000450991.6
NECAP1	ENST00000339754.9	ENST00000542095.5
NECAP1	ENST00000339754.9	ENST00000537796.1
NECAP1	ENST00000339754.9	ENST00000545807.5
NECAP1	ENST00000339754.9	ENST00000546181.1
NECAP1	ENST00000339754.9	ENST00000540083.1
YLPM1	ENST00000325680.11	ENST00000552421.5
YLPM1	ENST00000325680.11	ENST00000554107.2
YLPM1	ENST00000325680.11	ENST00000547879.5
YLPM1	ENST00000325680.11	ENST00000553381.1
YLPM1	ENST00000325680.11	ENST00000549197.1
YLPM1	ENST00000325680.11	ENST00000550021.1
YLPM1	ENST00000325680.11	ENST00000546901.1
MRPS14	ENST00000476371.1	ENST00000367677.3
MRPS14	ENST00000498253.1	ENST00000367677.3
TSTA3	ENST00000425753.6	ENST00000529899.1
TSTA3	ENST00000425753.6	ENST00000532308.5
TSTA3	ENST00000425753.6	ENST00000533817.5
TSTA3	ENST00000425753.6	ENST00000527677.1
TSTA3	ENST00000425753.6	ENST00000530474.5
TSTA3	ENST00000425753.6	ENST00000531473.5
TSTA3	ENST00000425753.6	ENST00000524719.1
TSTA3	ENST00000425753.6	ENST00000527549.5
TSTA3	ENST00000425753.6	ENST00000527006.1
TSTA3	ENST00000425753.6	ENST00000531006.1
TSTA3	ENST00000425753.6	ENST00000525274.5
TSTA3	ENST00000425753.6	ENST00000529064.5
SMG5	ENST00000361813.5	ENST00000489907.2
SMG5	ENST00000361813.5	ENST00000473643.1
SMG5	ENST00000361813.5	ENST00000468993.1
SMG5	ENST00000361813.5	ENST00000476954.1
HELZ	ENST00000582864.1	ENST00000358691.9
HELZ	ENST00000578938.1	ENST00000358691.9
HELZ	ENST00000580168.5	ENST00000358691.9
HELZ	ENST00000417253.7	ENST00000358691.9
HELZ	ENST00000581159.5	ENST00000358691.9
ADCK5	ENST00000308860.10	ENST00000529654.5
ADCK5	ENST00000308860.10	ENST00000534714.5
ADCK5	ENST00000308860.10	ENST00000526833.2
ADCK5	ENST00000308860.10	ENST00000525136.1
ADCK5	ENST00000308860.10	ENST00000532190.2
ADCK5	ENST00000533715.2	ENST00000529654.5
ADCK5	ENST00000526231.6	ENST00000529654.5
PPIP5K2	ENST00000358359.7	ENST00000504083.1
PPIP5K2	ENST00000358359.7	ENST00000510672.1
PPIP5K2	ENST00000358359.7	ENST00000511022.2
PPIP5K2	ENST00000358359.7	ENST00000627916.2
PPIP5K2	ENST00000358359.7	ENST00000321521.13
PPIP5K2	ENST00000358359.7	ENST00000508935.1
PPIP5K2	ENST00000358359.7	ENST00000511724.1
PPIP5K2	ENST00000358359.7	ENST00000509597.5
PPIP5K2	ENST00000358359.7	ENST00000504275.1
PTPRM	ENST00000332175.12	ENST00000580949.1
PTPRM	ENST00000583289.5	ENST00000580949.1
PTPRM	ENST00000578916.2	ENST00000580949.1
PTPRM	ENST00000583153.2	ENST00000580949.1
PTPRM	ENST00000580838.1	ENST00000580949.1
PTPRM	ENST00000400060.8	ENST00000400053.8
PTPRM	ENST00000400060.8	ENST00000577468.2
PTPRM	ENST00000400060.8	ENST00000578698.1
PTPRM	ENST00000400060.8	ENST00000578600.1
PTPRM	ENST00000400060.8	ENST00000577827.5
PTPRM	ENST00000400060.8	ENST00000578093.1
PTPRM	ENST00000400060.8	ENST00000578571.5
PTPRM	ENST00000400060.8	ENST00000580949.1
TBC1D9B	ENST00000522224.3	ENST00000519746.5
TBC1D9B	ENST00000355235.7	ENST00000522029.5
TBC1D9B	ENST00000355235.7	ENST00000518085.1
TBC1D9B	ENST00000355235.7	ENST00000524222.2
TBC1D9B	ENST00000355235.7	ENST00000517782.1
TBC1D9B	ENST00000355235.7	ENST00000520794.1
TBC1D9B	ENST00000355235.7	ENST00000522921.1
TBC1D9B	ENST00000355235.7	ENST00000521669.1
TBC1D9B	ENST00000355235.7	ENST00000519757.5
TBC1D9B	ENST00000355235.7	ENST00000519746.5
TBC1D9B	ENST00000355235.7	ENST00000522180.5
TBC1D9B	ENST00000355235.7	ENST00000518115.1
TBC1D9B	ENST00000355235.7	ENST00000518120.1
TBC1D9B	ENST00000355235.7	ENST00000522472.1
TBC1D9B	ENST00000355235.7	ENST00000520912.1
TBC1D9B	ENST00000355235.7	ENST00000518459.1
TBC1D9B	ENST00000355235.7	ENST00000521469.5
TBC1D9B	ENST00000630103.1	ENST00000519746.5
TBC1D9B	ENST00000356834.7	ENST00000519746.5
METTL4	ENST00000574538.1	ENST00000576251.5
METTL4	ENST00000577166.5	ENST00000576251.5
METTL4	ENST00000609769.1	ENST00000576251.5
METTL4	ENST00000319888.10	ENST00000576251.5
METTL4	ENST00000574676.1	ENST00000576251.5
PFKL	ENST00000349048.8	ENST00000466134.5
PFKL	ENST00000349048.8	ENST00000495274.1
PFKL	ENST00000349048.8	ENST00000474114.5
PFKL	ENST00000349048.8	ENST00000496824.5
PFKL	ENST00000349048.8	ENST00000498841.5
PFKL	ENST00000349048.8	ENST00000460521.5
PFKL	ENST00000349048.8	ENST00000467315.5
PFKL	ENST00000349048.8	ENST00000460020.5
PFKL	ENST00000349048.8	ENST00000628044.1
ARFGAP1	ENST00000370283.8	ENST00000518691.1
ARFGAP1	ENST00000370283.8	ENST00000370275.8
ARFGAP1	ENST00000370283.8	ENST00000519604.5
ARFGAP1	ENST00000370283.8	ENST00000522403.6
ARFGAP1	ENST00000370283.8	ENST00000522959.5
ARFGAP1	ENST00000370283.8	ENST00000395285.3
ARFGAP1	ENST00000370283.8	ENST00000519273.6
ARFGAP1	ENST00000370283.8	ENST00000518618.2
ARFGAP1	ENST00000370283.8	ENST00000519531.5
ARFGAP1	ENST00000370283.8	ENST00000523114.5
ARFGAP1	ENST00000370283.8	ENST00000518794.6
ARFGAP1	ENST00000370283.8	ENST00000524192.6
ARFGAP1	ENST00000370283.8	ENST00000468975.6
SEPT9	ENST00000427177.5	ENST00000589070.1
SEPT9	ENST00000427177.5	ENST00000541152.6
SEPT9	ENST00000427177.5	ENST00000592481.5
SEPT9	ENST00000427177.5	ENST00000590576.5
SEPT9	ENST00000427177.5	ENST00000591020.5
SEPT9	ENST00000427177.5	ENST00000590938.5
SEPT9	ENST00000427177.5	ENST00000588958.6
SEPT9	ENST00000427177.5	ENST00000589246.1
SEPT9	ENST00000427177.5	ENST00000586128.5
SEPT9	ENST00000427177.5	ENST00000592951.5
SEPT9	ENST00000427177.5	ENST00000592407.1
SEPT9	ENST00000427177.5	ENST00000590595.1
SEPT9	ENST00000427177.5	ENST00000591833.5
SEPT9	ENST00000427177.5	ENST00000586433.5
SEPT9	ENST00000427177.5	ENST00000591472.6
SEPT9	ENST00000427177.5	ENST00000585929.5
SEPT9	ENST00000427177.5	ENST00000590059.5
SEPT9	ENST00000427177.5	ENST00000585638.1
SEPT9	ENST00000427177.5	ENST00000431235.6
SEPT9	ENST00000427177.5	ENST00000585930.5
SEPT9	ENST00000427177.5	ENST00000591704.5
SEPT9	ENST00000427177.5	ENST00000589920.5
SEPT9	ENST00000427177.5	ENST00000449803.6
SEPT9	ENST00000427177.5	ENST00000589250.5
SEPT9	ENST00000427177.5	ENST00000427180.5
SEPT9	ENST00000427177.5	ENST00000329047.12
SEPT9	ENST00000427177.5	ENST00000586456.1
SEPT9	ENST00000427177.5	ENST00000590917.5
SEPT9	ENST00000427177.5	ENST00000586521.5
SEPT9	ENST00000427177.5	ENST00000591088.5
SEPT9	ENST00000427177.5	ENST00000592420.1
MAEA	ENST00000303400.8	ENST00000513301.5
MAEA	ENST00000303400.8	ENST00000509254.5
MAEA	ENST00000303400.8	ENST00000508634.1
MAEA	ENST00000303400.8	ENST00000503162.1
MAEA	ENST00000303400.8	ENST00000503653.5
MAEA	ENST00000303400.8	ENST00000505177.6
MAEA	ENST00000303400.8	ENST00000502558.5
MAEA	ENST00000303400.8	ENST00000264750.10
MAEA	ENST00000303400.8	ENST00000514708.5
MAEA	ENST00000303400.8	ENST00000512842.5
MAEA	ENST00000303400.8	ENST00000503693.1
MAEA	ENST00000303400.8	ENST00000512308.5
MAEA	ENST00000303400.8	ENST00000510794.5
MAEA	ENST00000303400.8	ENST00000505839.1
MAEA	ENST00000303400.8	ENST00000512289.5
MAEA	ENST00000303400.8	ENST00000506530.5
MAEA	ENST00000303400.8	ENST00000515766.1
MAEA	ENST00000303400.8	ENST00000510862.1
ZNRF1	ENST00000335325.8	ENST00000579084.1
ZNRF1	ENST00000335325.8	ENST00000566250.5
ZNRF1	ENST00000335325.8	ENST00000568844.1
ZNRF1	ENST00000335325.8	ENST00000567962.5
ZNRF1	ENST00000335325.8	ENST00000320619.10
ZNRF1	ENST00000335325.8	ENST00000564320.1
ZNRF1	ENST00000335325.8	ENST00000568494.1
ZNRF1	ENST00000335325.8	ENST00000566244.1
ZNRF1	ENST00000335325.8	ENST00000568351.1
CYB5RL	ENST00000534324.5	ENST00000490863.5
CYB5RL	ENST00000528287.5	ENST00000490863.5
CYB5RL	ENST00000497820.1	ENST00000490863.5
CYB5RL	ENST00000421415.5	ENST00000490863.5
CYB5RL	ENST00000421415.5	ENST00000493530.2
CYB5RL	ENST00000421415.5	ENST00000462299.1
CYB5RL	ENST00000421415.5	ENST00000287899.12
CYB5RL	ENST00000421415.5	ENST00000420054.5
THADA	ENST00000405975.6	ENST00000469323.5
THADA	ENST00000405975.6	ENST00000485018.1
THADA	ENST00000405975.6	ENST00000407351.5
THADA	ENST00000405975.6	ENST00000474159.6
THADA	ENST00000405975.6	ENST00000462185.1
THADA	ENST00000405975.6	ENST00000436947.1
THADA	ENST00000405975.6	ENST00000497770.1
THADA	ENST00000405975.6	ENST00000467668.1
THADA	ENST00000405975.6	ENST00000403856.1
THADA	ENST00000405975.6	ENST00000408045.7
CCT3	ENST00000295688.7	ENST00000533194.5
CCT3	ENST00000295688.7	ENST00000368256.3
CCT3	ENST00000295688.7	ENST00000496684.6
CCT3	ENST00000295688.7	ENST00000368259.6
CCT3	ENST00000295688.7	ENST00000368262.7
CCT3	ENST00000295688.7	ENST00000368261.7
CCT3	ENST00000295688.7	ENST00000415548.1
CCT3	ENST00000295688.7	ENST00000489870.1
CCT3	ENST00000295688.7	ENST00000490221.5
RP11-120M18.2	ENST00000591567.1	ENST00000592030.1
RP11-120M18.2	ENST00000591567.1	ENST00000590353.1
RP11-120M18.2	ENST00000591567.1	ENST00000586515.5
SRP68	ENST00000307877.6	ENST00000588643.1
SRP68	ENST00000307877.6	ENST00000587864.1
SRP68	ENST00000307877.6	ENST00000602720.5
SRP68	ENST00000307877.6	ENST00000539137.5
SRP68	ENST00000307877.6	ENST00000586859.1
SRP68	ENST00000307877.6	ENST00000585539.1
SRP68	ENST00000307877.6	ENST00000591272.1
SRP68	ENST00000307877.6	ENST00000542536.6
SRP68	ENST00000307877.6	ENST00000588736.1
SRP68	ENST00000307877.6	ENST00000590833.1
SPTAN1	ENST00000372731.8	ENST00000630147.1
SPTAN1	ENST00000497216.2	ENST00000630147.1
SPTAN1	ENST00000358161.9	ENST00000630147.1
SPTAN1	ENST00000372739.5	ENST00000475367.1
SPTAN1	ENST00000372739.5	ENST00000630763.1
SPTAN1	ENST00000372739.5	ENST00000629137.1
SPTAN1	ENST00000372739.5	ENST00000476825.2
SPTAN1	ENST00000372739.5	ENST00000629378.2
SPTAN1	ENST00000372739.5	ENST00000629047.1
SPTAN1	ENST00000372739.5	ENST00000631121.1
SPTAN1	ENST00000372739.5	ENST00000472211.2
SPTAN1	ENST00000372739.5	ENST00000491712.2
SPTAN1	ENST00000372739.5	ENST00000461855.3
SPTAN1	ENST00000372739.5	ENST00000630804.2
SPTAN1	ENST00000372739.5	ENST00000631315.1
SPTAN1	ENST00000372739.5	ENST00000630866.1
SPTAN1	ENST00000372739.5	ENST00000628867.1
SPTAN1	ENST00000372739.5	ENST00000627809.1
SPTAN1	ENST00000372739.5	ENST00000629089.1
SPTAN1	ENST00000372739.5	ENST00000630147.1
SPTAN1	ENST00000372739.5	ENST00000625980.2
SPTAN1	ENST00000372739.5	ENST00000628614.1
SPTAN1	ENST00000372739.5	ENST00000625282.2
SPTAN1	ENST00000372739.5	ENST00000630981.1
SPTAN1	ENST00000627441.2	ENST00000630147.1
SNRPA1	ENST00000254193.10	ENST00000559686.3
SNRPA1	ENST00000254193.10	ENST00000560307.5
SNRPA1	ENST00000254193.10	ENST00000560856.5
SNRPA1	ENST00000254193.10	ENST00000561187.1
SNRPA1	ENST00000254193.10	ENST00000560496.5
SNRPA1	ENST00000254193.10	ENST00000560433.5
SNRPA1	ENST00000254193.10	ENST00000558036.5
SNRPA1	ENST00000254193.10	ENST00000558020.1
HDAC10	ENST00000216271.9	ENST00000489424.5
HDAC10	ENST00000216271.9	ENST00000477814.5
HDAC10	ENST00000216271.9	ENST00000454936.5
HDAC10	ENST00000216271.9	ENST00000497952.5
HDAC10	ENST00000216271.9	ENST00000415993.5
HDAC10	ENST00000216271.9	ENST00000429374.5
HDAC10	ENST00000216271.9	ENST00000476310.5
HDAC10	ENST00000216271.9	ENST00000470965.1
HDAC10	ENST00000216271.9	ENST00000471375.5
HDAC10	ENST00000216271.9	ENST00000496235.5
HDAC10	ENST00000216271.9	ENST00000470378.1
HDAC10	ENST00000216271.9	ENST00000488270.1
HDAC10	ENST00000216271.9	ENST00000482213.1
HDAC10	ENST00000216271.9	ENST00000475965.1
HDAC10	ENST00000349505.4	ENST00000489424.5
HDAC10	ENST00000349505.4	ENST00000477814.5
HDAC10	ENST00000349505.4	ENST00000454936.5
HDAC10	ENST00000349505.4	ENST00000497952.5
HDAC10	ENST00000349505.4	ENST00000415993.5
HDAC10	ENST00000349505.4	ENST00000429374.5
HDAC10	ENST00000349505.4	ENST00000476310.5
HDAC10	ENST00000349505.4	ENST00000470965.1
HDAC10	ENST00000349505.4	ENST00000471375.5
HDAC10	ENST00000349505.4	ENST00000496235.5
HDAC10	ENST00000349505.4	ENST00000470378.1
HDAC10	ENST00000349505.4	ENST00000488270.1
HDAC10	ENST00000349505.4	ENST00000482213.1
HDAC10	ENST00000349505.4	ENST00000475965.1
MED16	ENST00000312090.10	ENST00000617672.1
MED16	ENST00000606828.2	ENST00000617672.1
MED16	ENST00000589119.5	ENST00000617672.1
MED16	ENST00000616387.4	ENST00000617672.1
MED16	ENST00000269814.8	ENST00000617672.1
MED16	ENST00000592943.5	ENST00000617672.1
MED16	ENST00000606248.5	ENST00000617672.1
MED16	ENST00000325464.5	ENST00000617672.1
CD27-AS1	ENST00000447687.2	ENST00000504270.2
CD27-AS1	ENST00000447687.2	ENST00000417058.6
CD27-AS1	ENST00000447687.2	ENST00000399492.6
CD27-AS1	ENST00000447687.2	ENST00000538616.1
CD27-AS1	ENST00000447687.2	ENST00000537003.1
CD27-AS1	ENST00000447687.2	ENST00000535639.5
LMF2	ENST00000474879.6	ENST00000507607.1
LMF2	ENST00000474879.6	ENST00000514938.1
LMF2	ENST00000474879.6	ENST00000504717.1
LMF2	ENST00000474879.6	ENST00000216080.5
NPHP4	ENST00000378156.8	ENST00000506941.1
NPHP4	ENST00000378156.8	ENST00000489180.6
NPHP4	ENST00000378156.8	ENST00000478423.6
NPHP4	ENST00000378156.8	ENST00000470763.1
NPHP4	ENST00000378156.8	ENST00000460696.1
NPHP4	ENST00000378156.8	ENST00000468253.1
NPHP4	ENST00000378156.8	ENST00000378161.5
NPHP4	ENST00000378156.8	ENST00000378169.7
NSMAF	ENST00000038176.7	ENST00000521972.1
NSMAF	ENST00000038176.7	ENST00000523106.5
NSMAF	ENST00000038176.7	ENST00000519174.1
NSMAF	ENST00000038176.7	ENST00000523177.5
NSMAF	ENST00000038176.7	ENST00000517612.5
NSMAF	ENST00000038176.7	ENST00000519871.1
NSMAF	ENST00000038176.7	ENST00000519166.5
NSMAF	ENST00000038176.7	ENST00000519227.1
NSMAF	ENST00000038176.7	ENST00000521712.1
NSMAF	ENST00000038176.7	ENST00000524148.5
NSMAF	ENST00000038176.7	ENST00000518229.5
NSMAF	ENST00000038176.7	ENST00000523982.5
ATPAF2	ENST00000474627.7	ENST00000585101.5
ATPAF2	ENST00000474627.7	ENST00000497871.1
ATPAF2	ENST00000474627.7	ENST00000467560.5
ATPAF2	ENST00000474627.7	ENST00000581698.1
ATPAF2	ENST00000474627.7	ENST00000496852.5
ATPAF2	ENST00000474627.7	ENST00000469327.5
ATPAF2	ENST00000474627.7	ENST00000488753.1
ATPAF2	ENST00000474627.7	ENST00000577586.5
ATPAF2	ENST00000474627.7	ENST00000465337.2
PDPK1	ENST00000342085.8	ENST00000389224.7
PDPK1	ENST00000342085.8	ENST00000464702.6
PDPK1	ENST00000342085.8	ENST00000471311.1
PDPK1	ENST00000342085.8	ENST00000462923.2
PDPK1	ENST00000342085.8	ENST00000491073.5
PDPK1	ENST00000342085.8	ENST00000461815.1
PPM1B	ENST00000282412.8	ENST00000378540.8
PPM1B	ENST00000282412.8	ENST00000345249.8
PPM1B	ENST00000282412.8	ENST00000409432.7
PPM1B	ENST00000282412.8	ENST00000378551.6
PPM1B	ENST00000282412.8	ENST00000488866.1
PPM1B	ENST00000282412.8	ENST00000409473.2
PPM1B	ENST00000282412.8	ENST00000459690.5
PPM1B	ENST00000282412.8	ENST00000487286.1
PPM1B	ENST00000282412.8	ENST00000409486.6
TUBGCP2	ENST00000417178.6	ENST00000477923.1
TUBGCP2	ENST00000368563.6	ENST00000477923.1
TUBGCP2	ENST00000470829.1	ENST00000477923.1
TUBGCP2	ENST00000252936.7	ENST00000480198.1
TUBGCP2	ENST00000252936.7	ENST00000368562.5
TUBGCP2	ENST00000252936.7	ENST00000543663.5
TUBGCP2	ENST00000252936.7	ENST00000482278.5
TUBGCP2	ENST00000252936.7	ENST00000487796.2
TUBGCP2	ENST00000252936.7	ENST00000477923.1
UQCC1	ENST00000374385.9	ENST00000498651.1
UQCC1	ENST00000374385.9	ENST00000443429.5
UQCC1	ENST00000374385.9	ENST00000359226.6
UQCC1	ENST00000374385.9	ENST00000397553.6
UQCC1	ENST00000374385.9	ENST00000457259.5
UQCC1	ENST00000374385.9	ENST00000482440.1
UQCC1	ENST00000374385.9	ENST00000397554.5
UQCC1	ENST00000374385.9	ENST00000496812.5
UQCC1	ENST00000374385.9	ENST00000374380.6
UQCC1	ENST00000374385.9	ENST00000491125.5
UQCC1	ENST00000374385.9	ENST00000472559.5
UQCC1	ENST00000374385.9	ENST00000491040.5
UQCC1	ENST00000374385.9	ENST00000397556.7
UQCC1	ENST00000374385.9	ENST00000473982.6
UQCC1	ENST00000374385.9	ENST00000374394.7
UQCC1	ENST00000374385.9	ENST00000497717.5
LINS	ENST00000561308.5	ENST00000561233.1
LINS	ENST00000561308.5	ENST00000560783.1
LINS	ENST00000561308.5	ENST00000559169.1
LINS	ENST00000561308.5	ENST00000560934.1
LINS	ENST00000561308.5	ENST00000560133.5
LINS	ENST00000561308.5	ENST00000559827.1
CLPB	ENST00000294053.7	ENST00000538021.5
CLPB	ENST00000538039.5	ENST00000539148.3
CLPB	ENST00000538039.5	ENST00000544382.5
CLPB	ENST00000538039.5	ENST00000445069.4
CLPB	ENST00000538039.5	ENST00000544683.5
CLPB	ENST00000538039.5	ENST00000535990.5
CLPB	ENST00000538039.5	ENST00000437826.6
CLPB	ENST00000538039.5	ENST00000536297.1
CLPB	ENST00000538039.5	ENST00000538021.5
CLPB	ENST00000538039.5	ENST00000340729.9
CLPB	ENST00000538039.5	ENST00000543042.5
CLPB	ENST00000538039.5	ENST00000535477.5
CLPB	ENST00000542555.1	ENST00000538021.5
MCAT	ENST00000290429.10	ENST00000327555.5
MCAT	ENST00000464244.1	ENST00000327555.5
MCAT	ENST00000608052.1	ENST00000327555.5
TMCO6	ENST00000394671.7	ENST00000515653.1
TMCO6	ENST00000394671.7	ENST00000514449.5
TMCO6	ENST00000394671.7	ENST00000509217.6
TMCO6	ENST00000394671.7	ENST00000511410.5
TMCO6	ENST00000394671.7	ENST00000509269.1
TMCO6	ENST00000394671.7	ENST00000505086.2
TMCO6	ENST00000394671.7	ENST00000510336.5
TMCO6	ENST00000394671.7	ENST00000515265.2
TMCO6	ENST00000394671.7	ENST00000252100.6
AKAP8	ENST00000269701.6	ENST00000537303.5
AKAP8	ENST00000269701.6	ENST00000595416.1
AKAP8	ENST00000269701.6	ENST00000598597.6
AKAP8	ENST00000269701.6	ENST00000599883.1
RB1	ENST00000267163.4	ENST00000480491.1
RB1	ENST00000267163.4	ENST00000484879.1
RB1	ENST00000267163.4	ENST00000531171.5
SMG9	ENST00000601170.5	ENST00000595700.5
SMG9	ENST00000601170.5	ENST00000594081.1
SMG9	ENST00000601170.5	ENST00000598860.1
SMG9	ENST00000601170.5	ENST00000598886.1
SMG9	ENST00000601170.5	ENST00000270066.10
CCDC88A	ENST00000468534.1	ENST00000444458.5
CCDC88A	ENST00000413716.6	ENST00000444458.5
CCDC88A	ENST00000621814.4	ENST00000444458.5
CCDC88A	ENST00000474059.1	ENST00000444458.5
CCDC88A	ENST00000426576.5	ENST00000444458.5
CCDC88A	ENST00000436346.5	ENST00000444458.5
CCDC88A	ENST00000263630.12	ENST00000444458.5
CCDC88A	ENST00000336838.10	ENST00000471947.1
CCDC88A	ENST00000336838.10	ENST00000476903.1
CCDC88A	ENST00000336838.10	ENST00000444458.5
CCDC88A	ENST00000336838.10	ENST00000430086.1
CCDC88A	ENST00000412148.5	ENST00000444458.5
CCDC88A	ENST00000456975.1	ENST00000444458.5
E2F4	ENST00000379378.7	ENST00000569573.1
E2F4	ENST00000379378.7	ENST00000568693.1
E2F4	ENST00000379378.7	ENST00000561904.5
E2F4	ENST00000379378.7	ENST00000568485.1
E2F4	ENST00000379378.7	ENST00000565226.1
E2F4	ENST00000379378.7	ENST00000568839.5
E2F4	ENST00000379378.7	ENST00000567007.5
E2F4	ENST00000379378.7	ENST00000567228.1
E2F4	ENST00000379378.7	ENST00000563238.5
E2F4	ENST00000379378.7	ENST00000566368.1
FAM104B	ENST00000478918.1	ENST00000489298.1
FAM104B	ENST00000332132.8	ENST00000472571.2
FAM104B	ENST00000332132.8	ENST00000358460.8
FAM104B	ENST00000332132.8	ENST00000489298.1
FAM104B	ENST00000477847.6	ENST00000489298.1
FAM104B	ENST00000425133.2	ENST00000489298.1
ZNF565	ENST00000392173.6	ENST00000585994.1
ZNF565	ENST00000392173.6	ENST00000587803.1
ZNF565	ENST00000392173.6	ENST00000304116.9
ZNF565	ENST00000392173.6	ENST00000355114.9
ZNF565	ENST00000392173.6	ENST00000586648.1
ZNF440	ENST00000304060.9	ENST00000588954.5
ZNF440	ENST00000304060.9	ENST00000587795.1
ZNF440	ENST00000304060.9	ENST00000414255.1
HSPBAP1	ENST00000467643.5	ENST00000471534.1
HSPBAP1	ENST00000478601.1	ENST00000471534.1
HSPBAP1	ENST00000306103.2	ENST00000463266.1
HSPBAP1	ENST00000306103.2	ENST00000471534.1
HSPBAP1	ENST00000465044.5	ENST00000471534.1
IFT88	ENST00000319980.10	ENST00000482172.5
IFT88	ENST00000351808.9	ENST00000470695.1
IFT88	ENST00000351808.9	ENST00000537103.2
IFT88	ENST00000351808.9	ENST00000461115.5
IFT88	ENST00000351808.9	ENST00000482172.5
IFT88	ENST00000389373.3	ENST00000482172.5
CC2D1B	ENST00000284376.7	ENST00000491136.6
CC2D1B	ENST00000284376.7	ENST00000492426.1
CC2D1B	ENST00000284376.7	ENST00000485966.1
CC2D1B	ENST00000284376.7	ENST00000460261.5
CC2D1B	ENST00000284376.7	ENST00000438021.5
CC2D1B	ENST00000284376.7	ENST00000460370.1
CC2D1B	ENST00000284376.7	ENST00000494789.1
RAC1	ENST00000348035.8	ENST00000497741.5
RAC1	ENST00000356142.4	ENST00000497741.5
RNF34	ENST00000361234.9	ENST00000554868.1
RNF34	ENST00000361234.9	ENST00000553407.5
RNF34	ENST00000361234.9	ENST00000554484.1
RNF34	ENST00000361234.9	ENST00000392464.3
RNF34	ENST00000361234.9	ENST00000554606.5
RNF34	ENST00000361234.9	ENST00000555076.1
RNF34	ENST00000361234.9	ENST00000613529.4
RNF34	ENST00000361234.9	ENST00000557402.1
RNF34	ENST00000361234.9	ENST00000556562.1
MDN1	ENST00000369393.7	ENST00000487831.2
MDN1	ENST00000369393.7	ENST00000439638.1
MDN1	ENST00000369393.7	ENST00000629399.2
MDN1	ENST00000369393.7	ENST00000468568.1
DUS3L	ENST00000309061.11	ENST00000585587.1
DUS3L	ENST00000309061.11	ENST00000590343.1
DUS3L	ENST00000309061.11	ENST00000592491.1
DUS3L	ENST00000309061.11	ENST00000589841.5
DUS3L	ENST00000309061.11	ENST00000589085.5
DUS3L	ENST00000309061.11	ENST00000590681.1
DUS3L	ENST00000309061.11	ENST00000590110.2
DUS3L	ENST00000309061.11	ENST00000592673.1
DUS3L	ENST00000309061.11	ENST00000593229.1
DUS3L	ENST00000309061.11	ENST00000320699.12
DUS3L	ENST00000309061.11	ENST00000590087.1
DNTTIP2	ENST00000436063.6	ENST00000496535.6
DNTTIP2	ENST00000496672.1	ENST00000496535.6
DNTTIP2	ENST00000359208.6	ENST00000462746.6
DNTTIP2	ENST00000359208.6	ENST00000496535.6
DNTTIP2	ENST00000359208.6	ENST00000528680.1
DNTTIP2	ENST00000359208.6	ENST00000460191.1
CWF19L1	ENST00000354105.8	ENST00000468709.5
CWF19L1	ENST00000354105.8	ENST00000478047.1
CWF19L1	ENST00000354105.8	ENST00000370379.1
CWF19L1	ENST00000354105.8	ENST00000466408.1
CWF19L1	ENST00000354105.8	ENST00000473842.1
CWF19L1	ENST00000354105.8	ENST00000466955.5
TRRAP	ENST00000417523.5	ENST00000456197.1
TRRAP	ENST00000446306.7	ENST00000456197.1
TRRAP	ENST00000359863.8	ENST00000456197.1
TRRAP	ENST00000355540.7	ENST00000456197.1
HERC4	ENST00000373700.8	ENST00000515753.1
HERC4	ENST00000373700.8	ENST00000277817.10
HERC4	ENST00000373700.8	ENST00000505760.5
HERC4	ENST00000373700.8	ENST00000412272.6
HERC4	ENST00000373700.8	ENST00000427635.6
HERC4	ENST00000373700.8	ENST00000492996.6
HERC4	ENST00000373700.8	ENST00000506515.1
HERC4	ENST00000373700.8	ENST00000395185.7
HERC4	ENST00000373700.8	ENST00000460168.1
HERC4	ENST00000373700.8	ENST00000480158.1
HERC4	ENST00000373700.8	ENST00000473533.6
HERC4	ENST00000373700.8	ENST00000463478.1
EPS15L1	ENST00000596151.1	ENST00000594851.5
EPS15L1	ENST00000594975.5	ENST00000594851.5
